SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEVALUE;FACEUNIT;ISSUESIZE;IS_COLLATERAL;IS_EXTERNAL;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;MATDATE;IS_RII;ISSUEDATE;EVENINGSESSION;IS_QUALIFIED_INVESTORS;HIGH_RISK;YIELDATWAP;REGISTRYCLOSEDATE;DIVIDENDVALUE;DIVIDENDYIELD;REGISTRYCLOSETYPE;EMITENTNAME;INN;LOTSIZE;PRICE;PRICE_RUB;RTL1;RTH1;RTL2;RTH2;RTL3;RTH3;DISCOUNT1;LIMIT1;DISCOUNT2;LIMIT2;DISCOUNT3;DISCOUNTL0;DISCOUNTH0
DZRD;ДонскЗР;Донской завод радиодеталей ао;Акции обыкновенные;RU000A0JQW11;1-01-02677-A;3;1,0;RUB;343407;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;30.12.2010;0;0;0;;2013-05-08;;;закрытие реестра;"Открытое акционерное общество ""Донской завод радиодеталей""";7114001610;1;2224,48;2224,48;;4448,96;;4448,96;;4448,96;100,0;;;;;54,68;56,44
DZRDP;ДонскЗР п;Донской завод радиодеталей ап;Акции привилегированные;RU000A0JQW29;2-01-02677-A;3;1,0;RUB;114469;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;30.12.2010;0;0;0;;2013-05-08;;;закрытие реестра;"Открытое акционерное общество ""Донской завод радиодеталей""";7114001610;1;1669,61;1669,61;;3339,22;;3339,22;;3339,22;100,0;;;;;7,01;17,42
EA-RM;EA Inc.;Electronic Arts Inc.;Иностранные акции;US2855121099;;3;0,01;USD;287626027;0;1;FQBR;Т+ Ин.Акции и ДР - безадрес.;;;02.11.2020;1;0;0;;2021-03-03;;;закрытие реестра;Electronic Arts Inc.;0000004972;1;10208,96;10208,96;8575,53;11842,39;7656,72;12761,2;6533,73;13884,19;16,0;5153;25,0;25765;36,0;;
EELT;ЕвроЭлтех;"""ЕвропЭлектротехника"" ПАО ао";Акции обыкновенные;RU000A0JWW54;1-01-83993-H;3;1,0;RUB;610000000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;07.09.2017;0;0;0;;2020-11-23;;;закрытие реестра;"Публичное акционерное общество ""Европейская Электротехника""";7716814300;10;7,458;7,458;;14,916;;14,916;;14,916;100,0;;;;;7,31;10,96
ELTZ;Электрцинк;Электроцинк ПАО ао;Акции обыкновенные;RU000A0B66V1;1-02-30394-E;3;1,0;RUB;1404308;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;14.10.2008;0;0;0;;;;;;"Публичное акционерное общество ""Электроцинк""";1500000113;1;178,46;178,46;;356,92;;356,92;;356,92;100,0;;;;;24,89;24,57
ENPG;ЭН+ГРУП ао;МКПАО ЭН+ ГРУП ао;Акции обыкновенные;RU000A100K72;1-01-16625-A;1;7e-05;USD;638848896;0;1;TQBR;Т+: Акции и ДР - безадрес.;;;18.02.2020;0;0;0;;2018-03-21;;;закрытие реестра;"Международная компания публичное акционерное общество ""ЭН+ ГРУП""";3906382033;1;752,32;752,32;;1504,64;;1504,64;;1504,64;100,0;;;;;;
ENRU;ЭнелРос ао;"""Энел Россия"" ПАО";Акции обыкновенные;RU000A0F5UN3;1-01-50077-A;1;1,0;RUB;35371898370;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;01.12.2014;0;0;0;;2020-07-09;;;закрытие реестра;"Публичное акционерное общество ""Энел Россия""";6671156423;1000;0,84098;0,84098;0,54664;1,13532;0,4289;1,25306;0,18502;1,49694;35,0;10005303;49,0;50026515;78,0;5,55;6,70
ESGR;ESGR ETF;БПИФ РСХБ-МосБиржа-РСПП Вектор;Паи биржевых ПИФов;RU000A101R66;4057;1;0,0;RUB;;0;0;TQTF;Т+: ETF - безадрес.;;;29.06.2020;0;0;0;;;;;;"Общество с ограниченной ответственностью ""РСХБ Управление Активами""";7704814182;1;1332,69;1332,69;;2665,38;;2665,38;;2665,38;100,0;;;;;;
ETLN;ETLN-гдр;ГДР ETALON GROUP PLC ORD SHS;DR на иностранные акции;US29760G1031;;1;0,0;USD;0;0;1;TQBR;Т+: Акции и ДР - безадрес.;;;03.02.2020;0;0;0;;2020-11-20;;;закрытие реестра;Bank of New York Mellon Corporation (Глобальные депозитарные расписки на акции Etalon Group Ltd.);0000003819;1;132,43;132,43;66,22;198,65;38,4;226,46;6,62;258,24;50,0;88900;71,0;444500;95,0;;
F-RM;Ford Motor;Ford Motor Company;Иностранные акции;US3453708600;;3;0,01;USD;3907842941;0;1;FQBR;Т+ Ин.Акции и ДР - безадрес.;;;02.11.2020;1;0;0;;;;;;Ford Motor Company;0000004966;1;878,79;878,79;694,24;1063,34;588,79;1168,79;465,76;1291,82;21,0;79662;33,0;398308;47,0;;
FB-RM;Facebook;Facebook Inc.;Иностранные акции;US30303M1027;;3;1e-05;USD;2405448410;0;1;FQBR;Т+ Ин.Акции и ДР - безадрес.;;;21.05.2018;1;0;0;;;;;;Facebook, Inc.;;1;19230,0;19230,0;15960,9;22499,1;14037,9;24422,1;11922,6;26537,4;17,0;2620;27,0;13100;38,0;;
FDX-RM;FedEx;FedEx Corporation;Иностранные акции;US31428X1063;;3;0,1;USD;265070592;0;1;FQBR;Т+ Ин.Акции и ДР - безадрес.;;;02.11.2020;1;0;0;;2021-03-08;;;закрытие реестра;FedEx Corporation;0000004980;1;18912,93;18912,93;16075,99;21749,87;14373,83;23452,03;12482,53;25343,33;15,0;2370;24,0;11850;34,0;;
FEES;ФСК ЕЭС ао;"""ФСК ЕЭС"" ПАО ао";Акции обыкновенные;RU000A0JPNN9;1-01-65018-D;1;0,5;RUB;1274665323063;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;16.07.2008;1;0;0;;2020-05-29;0.009494338212;0.0517;закрытие реестра;"Публичное акционерное общество ""Федеральная сетевая компания Единой энергетической системы""";4716016979;10000;0,213115;0,213115;0,174754;0,251476;0,155574;0,270656;0,119344;0,306886;18,0;531002900;27,0;2655014500;44,0;3,69;5,05
FESH;ДВМП ао;ДВ морское пароходство ПАО ао;Акции обыкновенные;RU0008992318;1-03-00032-A;3;1,0;RUB;2951250000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;28.08.2008;0;0;0;;;;;;"Публичное акционерное общество ""Дальневосточное морское пароходство""";2540047110;100;12,0972;12,0972;;24,1944;;24,1944;;24,1944;100,0;;;;;10,56;16,50
FIVE;FIVE-гдр;ГДР X5 RetailGroup N.V.ORD SHS;DR на иностранные акции;US98387E2054;;1;0,0;USD;0;0;1;TQBR;Т+: Акции и ДР - безадрес.;;;01.02.2018;1;0;0;;2020-12-18;;;закрытие реестра;The Bank of New York Mellon (X5 Retail Group N.V.);1000003782;1;2457,46;2457,46;1597,35;3317,57;1253,3;3661,62;540,64;4374,28;35,0;49100;49,0;245500;78,0;50,00;50,00
FLOT;Совкомфлот;Совкомфлот ао;Акции обыкновенные;RU000A0JXNU8;1-01-10613-A;1;1,0;RUB;2374993901;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;07.10.2020;0;0;0;;;;;;"Публичное акционерное общество ""Современный коммерческий флот""";7702060116;10;90,13;90,13;58,585;121,676;40,559;139,702;19,829;160,431;35,0;453700;55,0;2268500;78,0;;
FMUS;ETF FMUS;БПИФ Див Аристократы США;Паи биржевых ПИФов;RU000A102GX9;4231;3;0,0;RUB;;0;0;TQTF;Т+: ETF - безадрес.;;;08.02.2021;0;0;0;;;;;;"Общество с ограниченной ответственностью ""Управляющая компания ""Финам Менеджмент""";7744002606;1;9,97;9,97;;19,94;;19,94;;19,94;100,0;;;;;;
FXCN;FXCN ETF;FINEX CHINA UCITS ETF;ETF;IE00BD3QFB18;;1;0,0;USD;0;0;1;TQTF;Т+: ETF - безадрес.;;;06.02.2014;1;0;0;;2014-10-01;;;закрытие реестра;ФинЭкс Фандс айкав (FinEx Funds ICAV), управляющая компания ФинЭкс Инвестмент Менеджмент ЛЛП (FinEx Investment Management LLP);0010032962;1;4385,97;4385,97;3289,48;5482,46;2192,99;6578,96;1315,79;7456,15;25,0;2988;50,0;14940;70,0;25,00;25,00
FXDE;FXDE ETF;FINEX GERMANY UCITS ETF;ETF;IE00BD3QJN10;;1;0,0;EUR;0;0;1;TQTF;Т+: ETF - безадрес.;;;31.10.2013;1;0;0;;2014-10-01;;;закрытие реестра;ФинЭкс Фандс айкав (FinEx Funds ICAV), управляющая компания ФинЭкс Инвестмент Менеджмент ЛЛП (FinEx Investment Management LLP);0010032962;1;2825,57;2825,57;2119,18;3531,96;1412,79;4238,36;847,67;4803,47;25,0;5122;50,0;25610;70,0;25,00;25,00
FXGD;FXGD ETF;FinEx Gold ETF USD;ETF;IE00B8XB7377;;1;0,0;USD;0;0;1;TQTF;Т+: ETF - безадрес.;;;17.10.2013;1;0;0;;;;;;ФинЭкс Физикли Бэкт Фандз айкав (FinEx Physically Backed Funds ICAV) управляющая компания ФинЭкс Инвестмент Менеджмент ЛЛП (FinEx Investment Management LLP);0010033698;1;891,03;891,03;757,38;1024,68;668,27;1113,79;267,31;1514,75;15,0;15656;25,0;78280;70,0;15,00;15,00
FXIM;FXIM ETF;FINEX USA INF TECH UCITS ETF;ETF;IE00BNC2D728;;3;0,0;USD;;0;1;TQTD;Т+: ETF (USD) - безадрес.;;;17.11.2020;1;0;0;;2014-10-01;;;закрытие реестра;ФинЭкс Фандс айкав (FinEx Funds ICAV), управляющая компания ФинЭкс Инвестмент Менеджмент ЛЛП (FinEx Investment Management LLP);0010032962;1;81,37;81,37;64,28;98,46;47,19;115,55;24,41;138,33;21,0;937000;42,0;4685000;70,0;;
FXIT;iFXIT ETF;FinEx USA IT UCITS ETF;ETF;IE00BD3QJ757;;1;0,0;USD;0;0;1;TQTF;Т+: ETF - безадрес.;;R;31.10.2013;1;0;0;;2014-10-01;;;закрытие реестра;ФинЭкс Фандс айкав (FinEx Funds ICAV), управляющая компания ФинЭкс Инвестмент Менеджмент ЛЛП (FinEx Investment Management LLP);0010032962;1;9779,89;9779,89;7726,11;11833,67;5672,34;13887,44;2933,97;16625,81;21,0;7788;42,0;38940;70,0;21,00;21,00
FXKZ;FXKZ ETF;FinEx FFIN KZT UCITS ETF;ETF;IE00BG0C3K84;;1;0,0;KZT;0;0;1;TQTF;Т+: ETF - безадрес.;;;16.10.2018;1;0;0;;;;;;ФинЭкс Физикли Бэкт Фандз айкав (FinEx Physically Backed Funds ICAV) управляющая компания ФинЭкс Инвестмент Менеджмент ЛЛП (FinEx Investment Management LLP);0010033698;1;262,94;262,94;;525,88;;525,88;;525,88;100,0;;;;;100,00;100,00
FXMM;FXMM ETF;FinEx CASH EQUIVALENTS ETF;ETF;IE00BL3DYX33;;3;0,0;RUB;0;0;1;TQTF;Т+: ETF - безадрес.;;;16.05.2014;1;0;0;;2014-10-01;;;закрытие реестра;ФинЭкс Фандс айкав (FinEx Funds ICAV), управляющая компания ФинЭкс Инвестмент Менеджмент ЛЛП (FinEx Investment Management LLP);0010032962;1;1660,41;1660,41;1477,76;1843,06;1378,14;1942,68;498,12;2822,7;11,0;9655;17,0;48275;70,0;11,00;11,00
FXRB;FXRB ETF;FinEx Rus Eurobonds ETF (RUB);ETF;IE00B7L7CP77;;1;0,0;RUB;0;0;1;TQTF;Т+: ETF - безадрес.;;;29.04.2013;1;0;0;;2014-10-01;;;закрытие реестра;ФинЭкс Фандс айкав (FinEx Funds ICAV), управляющая компания ФинЭкс Инвестмент Менеджмент ЛЛП (FinEx Investment Management LLP);0010032962;1;1821,57;1821,57;1602,98;2040,16;1475,47;2167,67;546,47;3096,67;12,0;33517;19,0;167585;70,0;12,00;12,00
FXRL;FXRL ETF;FinEx RTS UCITS ETF USD;ETF;IE00BQ1Y6480;None;3;0,0;USD;0;0;1;TQTF;Т+: ETF - безадрес.;;;02.03.2016;1;0;0;;2014-10-01;;;закрытие реестра;ФинЭкс Фандс айкав (FinEx Funds ICAV), управляющая компания ФинЭкс Инвестмент Менеджмент ЛЛП (FinEx Investment Management LLP);0010032962;1;3583,67;3583,67;2687,75;4479,59;1791,84;5375,51;1075,1;6092,24;25,0;5499;50,0;27495;70,0;25,00;25,00
FXRU;FXRU ETF;FinEx Rus Eurobonds ETF (USD);ETF;IE00BD5FH213;;1;0,0;USD;0;0;1;TQTF;Т+: ETF - безадрес.;;;02.12.2013;1;0;0;;2014-10-01;;;закрытие реестра;ФинЭкс Фандс айкав (FinEx Funds ICAV), управляющая компания ФинЭкс Инвестмент Менеджмент ЛЛП (FinEx Investment Management LLP);0010032962;1;946,35;946,35;832,79;1059,91;766,54;1126,16;283,91;1608,8;12,0;7512;19,0;37560;70,0;12,00;12,00
FXRW;FXRW ETF;FinEx RUB GLOBAL EQUITY UC ETF;ETF;IE00BK224M36;;1;0,0;RUB;;0;1;TQTF;Т+: ETF - безадрес.;;;16.01.2020;1;0;0;;2014-10-01;;;закрытие реестра;ФинЭкс Фандс айкав (FinEx Funds ICAV), управляющая компания ФинЭкс Инвестмент Менеджмент ЛЛП (FinEx Investment Management LLP);0010032962;1;1,19;1,19;0,96;1,42;0,86;1,52;;2,38;19,0;400000;28,0;2000000;100,0;;
FXTB;FXTB ETF;FinEx USD CASH EQUIVALENTS ETF;ETF;IE00BL3DYW26;;3;0,0;USD;0;0;1;TQTF;Т+: ETF - безадрес.;;;10.04.2019;1;0;0;;2014-10-01;;;закрытие реестра;ФинЭкс Фандс айкав (FinEx Funds ICAV), управляющая компания ФинЭкс Инвестмент Менеджмент ЛЛП (FinEx Investment Management LLP);0010032962;1;750,32;750,32;675,29;825,35;637,77;862,87;;1500,64;10,0;2000;15,0;10000;100,0;100,00;100,00
FXUS;FXUS ETF;FinEx USA UCITS ETF;ETF;IE00BD3QHZ91;;1;0,0;USD;0;0;1;TQTF;Т+: ETF - безадрес.;;;31.10.2013;1;0;0;;2014-10-01;;;закрытие реестра;ФинЭкс Фандс айкав (FinEx Funds ICAV), управляющая компания ФинЭкс Инвестмент Менеджмент ЛЛП (FinEx Investment Management LLP);0010032962;1;5272,79;5272,79;4165,5;6380,08;3058,22;7487,36;1581,84;8963,74;21,0;4116;42,0;20580;70,0;21,00;21,00
FXWO;FXWO ETF;FinEx USD GLOBAL EQUITY UC ETF;ETF;IE00BK224L29;;1;0,0;USD;;0;1;TQTF;Т+: ETF - безадрес.;;;16.01.2020;1;0;0;;2014-10-01;;;закрытие реестра;ФинЭкс Фандс айкав (FinEx Funds ICAV), управляющая компания ФинЭкс Инвестмент Менеджмент ЛЛП (FinEx Investment Management LLP);0010032962;1;1,79;1,79;1,47;2,11;1,32;2,26;;3,58;18,0;400000;26,0;2000000;100,0;;
GAZA;ГАЗ ао;ГАЗ ПАО ао;Акции обыкновенные;RU0009034268;1-01-00029-A;3;1,0;RUB;18520260;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;16.12.2011;0;0;0;;2020-06-30;;;закрытие реестра;"Публичное акционерное общество ""ГАЗ""";5200000046;10;470,89;470,89;;941,78;;941,78;;941,78;100,0;;;;;12,36;12,86
GAZAP;ГАЗ ап;ГАЗ ПАО ап;Акции привилегированные;RU000A0ZYHF5;2-02-00029-A;3;1,0;RUB;1453500;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;30.03.2018;0;0;0;;2020-06-30;;;закрытие реестра;"Публичное акционерное общество ""ГАЗ""";5200000046;10;358,916;358,916;;717,832;;717,832;;717,832;100,0;;;;;14,18;22,93
GAZC;ГАЗКОН-ао;ГАЗКОН (ПАО) ао;Акции обыкновенные;RU000A0JQG86;1-01-09870-A;3;10,0;RUB;199857507;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;28.09.2011;0;0;0;;2020-12-27;;;закрытие реестра;"Публичное акционерное общество ""ГАЗКОН""";7726510759;10;420,865;420,865;;841,73;;841,73;;841,73;100,0;;;;;31,60;65,84
GAZP;ГАЗПРОМ ао;"""Газпром"" (ПАО) ао";Акции обыкновенные;RU0007661625;1-02-00028-A;1;5,0;RUB;23673512900;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;23.01.2006;1;0;0;;2020-07-16;15.24;0.0829;закрытие реестра;"Публичное акционерное общество ""Газпром""";7736050003;10;221,274;221,274;183,657;258,891;174,806;267,742;159,317;283,231;17,0;9686739;21,0;48433695;28,0;5,45;14,82
GAZS;ГАЗ-сервис;ГАЗ-сервис (ПАО) ао;Акции обыкновенные;RU000A0JQG78;1-01-09871-A;3;10,0;RUB;206508967;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;28.09.2011;0;0;0;;2020-12-27;;;закрытие реестра;"Публичное акционерное общество ""ГАЗ-сервис""";7726510741;10;299,879;299,879;;599,758;;599,758;;599,758;100,0;;;;;31,60;65,84
GAZT;ГАЗ-Тек ао;ГАЗ-Тек ПАО ао;Акции обыкновенные;RU000A0JS199;1-01-12996-A;3;100,0;RUB;471428300;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;26.01.2012;0;0;0;;2020-12-27;;;закрытие реестра;"Публичное акционерное общество ""ГАЗ-Тек""";7705821841;10;109,947;109,947;;219,894;;219,894;;219,894;100,0;;;;;35,92;59,24
GCHE;ЧеркизГ-ао;Группа Черкизово ПАО-ао;Акции обыкновенные;RU000A0JL4R1;1-02-10797-A;3;0,01;RUB;41047014;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;08.04.2008;0;0;0;;2021-04-05;;;закрытие реестра (рекомендуемая);"Публичное акционерное общество ""Группа Черкизово""";7718560636;1;2110,01;2110,01;1055,01;3165,02;611,9;3608,12;105,5;4114,52;50,0;5300;71,0;26500;95,0;11,89;16,20
GE-RM;GE Co;General Electric Company;Иностранные акции;US3696041033;;3;0,06;USD;8767942000;0;1;FQBR;Т+ Ин.Акции и ДР - безадрес.;;;02.11.2020;1;0;0;;2021-03-08;;;закрытие реестра;General Electric Company;0000004973;1;958,59;958,59;805,22;1111,96;718,94;1198,24;613,5;1303,68;16,0;84718;25,0;423589;36,0;;
GEMA;iММЦБ ао;ПАО ММЦБ ао;Акции обыкновенные;RU000A100GC7;1-01-85932-H;3;0,1;RUB;1492992;0;0;TQBR;Т+: Акции и ДР - безадрес.;;R;25.07.2019;0;0;0;;2021-01-11;;;закрытие реестра;"Публичное акционерное общество ""Международный Медицинский Центр Обработки и Криохранения Биоматериалов""";7736317497;1;645,85;645,85;;1291,7;;1291,7;;1291,7;100,0;;;;;;
GLTR;GLTR-гдр;ГДР Globaltrans Invest ORD SHS;DR на иностранные акции;US37949E2046;;1;0,0;USD;;0;1;TQBR;Т+: Акции и ДР - безадрес.;;;28.10.2020;1;0;0;;;;;;Citibank N.A. (Глобальная депозитарная расписка Globaltrans Investment PLC ORD SHS);0000004963;10;491,235;491,235;319,303;663,167;221,056;761,414;108,072;874,398;35,0;22500;55,0;112500;78,0;;
GM-RM;GM Co;General Motors Company;Иностранные акции;US37045V1008;;3;0,01;USD;1440912820;0;1;FQBR;Т+ Ин.Акции и ДР - безадрес.;;;02.11.2020;1;0;0;;;;;;General Motors Company;0000004974;1;3811,49;3811,49;3201,65;4421,33;2858,62;4764,36;2439,35;5183,63;16,0;17483;25,0;87413;36,0;;
GMKN;ГМКНорНик;"ГМК ""Нор.Никель"" ПАО ао";Акции обыкновенные;RU0007288411;1-01-40155-F;1;1,0;RUB;158245476;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;26.12.2006;1;0;0;;2020-12-24;623.35;0.0268;закрытие реестра;"Публичное акционерное общество ""Горно-металлургическая компания ""Норильский никель""";8401005730;1;24756,48;24756,48;20547,88;28965,08;19557,62;29955,34;17824,67;31688,29;17,0;89200;21,0;446000;28,0;5,59;5,30
